TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr1|1 C2	mouse chr1|1 C2	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr8 A1.1|8 1.92 cM	mouse chr8 A1.1|8 1.92 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr13|13 A3.1	mouse chr13|13 A3.1	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr5 C3.2|5 38.44 cM	mouse chr5 C3.2|5 38.44 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chrX|X A4	mouse chrX|X A4	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr6 D1|6 39.13 cM	mouse chr6 D1|6 39.13 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr6 E2|6	mouse chr6 E2|6	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr8 D3|8 53.06 cM	mouse chr8 D3|8 53.06 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr1 H2.1|1 69.75 cM	mouse chr1 H2.1|1 69.75 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr2 A3|2 19.1 cM	mouse chr2 A3|2 19.1 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr2 E4|2	mouse chr2 E4|2	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr1|1 H4	mouse chr1|1 H4	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr14|14 C3	mouse chr14|14 C3	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr2 E5|2 60.37 cM	mouse chr2 E5|2 60.37 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chrX|X A1.2	mouse chrX|X A1.2	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr7|7 B1	mouse chr7|7 B1	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr7 A3|7 13.73 cM	mouse chr7 A3|7 13.73 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr4 A2|4	mouse chr4 A2|4	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chrX A6|X	mouse chrX A6|X	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr1 C3|1 38.54 cM	mouse chr1 C3|1 38.54 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr11 D|11 61.75 cM	mouse chr11 D|11 61.75 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr8 E1|8 57.98 cM	mouse chr8 E1|8 57.98 cM	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr8|8 B3.3	mouse chr8|8 B3.3	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr3|3 C	mouse chr3|3 C	0.999999999990379	-9.62098760978953e-12	4	0	0	159	17270
mouse chr5|5 F	mouse chr5|5 F	0.999999999990738	-9.26196662132598e-12	11	0	0	159	17270
mouse chr4|4 E1	mouse chr4|4 E1	0.999999999990738	-9.26196662132598e-12	11	0	0	159	17270
mouse chr14|14 C1	mouse chr14|14 C1	0.999999999990738	-9.26196662132598e-12	11	0	0	159	17270
mouse chr6 F3|6 63.44 cM	mouse chr6 F3|6 63.44 cM	0.999999999990738	-9.26196662132598e-12	11	0	0	159	17270
mouse chr11|11 B2	mouse chr11|11 B2	0.999999999990738	-9.26196662132598e-12	11	0	0	159	17270
mouse chr3|3 D	mouse chr3|3 D	0.999999999990738	-9.26196662132598e-12	11	0	0	159	17270
mouse chr11 A3.3|11	mouse chr11 A3.3|11	0.999999999990738	-9.26196662132598e-12	11	0	0	159	17270
mouse chr12|12 F2	mouse chr12|12 F2	0.999999999990738	-9.26196662132598e-12	11	0	0	159	17270
mouse chr1 H2.3|1	mouse chr1 H2.3|1	0.999999999990738	-9.26196662132598e-12	11	0	0	159	17270
mouse chr4|4 C7	mouse chr4|4 C7	0.999999999990738	-9.26196662132598e-12	11	0	0	159	17270
mouse chr3 H1|3	mouse chr3 H1|3	0.999999999990738	-9.26196662132598e-12	11	0	0	159	17270
mouse chr17 A3.3|17 12.53 cM	mouse chr17 A3.3|17 12.53 cM	0.999999999990738	-9.26196662132598e-12	11	0	0	159	17270
mouse chr11|11 B5	mouse chr11|11 B5	0.999999999990738	-9.26196662132598e-12	11	0	0	159	17270
mouse chr11|11 C	mouse chr11|11 C	0.999999999990738	-9.26196662132598e-12	11	0	0	159	17270
mouse chr19 C3|19 36.67 cM	mouse chr19 C3|19 36.67 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr4 B2-C2|4	mouse chr4 B2-C2|4	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr10 B5.1|10	mouse chr10 B5.1|10	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr8 B3.3|8 34.15 cM	mouse chr8 B3.3|8 34.15 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr15 F1|15 56.13 cM	mouse chr15 F1|15 56.13 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr4 D3|4 70.57 cM	mouse chr4 D3|4 70.57 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr8 A2|8 11.42 cM	mouse chr8 A2|8 11.42 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr5 E5|5 50.68 cM	mouse chr5 E5|5 50.68 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr13 C1|13 35.55 cM	mouse chr13 C1|13 35.55 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr9 F3|9 60.79 cM	mouse chr9 F3|9 60.79 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr10 B2|10 22.89 cM	mouse chr10 B2|10 22.89 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr14|14 B-C1	mouse chr14|14 B-C1	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chrX C1|X	mouse chrX C1|X	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr2|2 E4	mouse chr2|2 E4	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chrX|X C3	mouse chrX|X C3	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr11 A3.2|11	mouse chr11 A3.2|11	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr13 B1|13 30.06 cM	mouse chr13 B1|13 30.06 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr18|18 D2	mouse chr18|18 D2	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr6 A1|6 1.81 cM	mouse chr6 A1|6 1.81 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr14 B|14 20.8 cM	mouse chr14 B|14 20.8 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr15|15 B3.3	mouse chr15|15 B3.3	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr15 D3|15 34.29 cM	mouse chr15 D3|15 34.29 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr17 A3.3|17 15.8 cM	mouse chr17 A3.3|17 15.8 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr6|6 G1	mouse chr6|6 G1	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr4 E2|4 87.66 cM	mouse chr4 E2|4 87.66 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr11|11 B1.2	mouse chr11|11 B1.2	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr16|16 B4	mouse chr16|16 B4	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr3 F2.2|3 45.25 cM	mouse chr3 F2.2|3 45.25 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr10|10 B3	mouse chr10|10 B3	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr19|19 C2	mouse chr19|19 C2	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr9|9 F1	mouse chr9|9 F1	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr17|17 E1.1	mouse chr17|17 E1.1	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr11|11 A2	mouse chr11|11 A2	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr11 B5|11 45.92 cM	mouse chr11 B5|11 45.92 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr2|2 A2	mouse chr2|2 A2	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr6 C1|6 32.27 cM	mouse chr6 C1|6 32.27 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr17|17 E3	mouse chr17|17 E3	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr8|8 B2	mouse chr8|8 B2	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr14 D1|14 34.36 cM	mouse chr14 D1|14 34.36 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr3|3 G2	mouse chr3|3 G2	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr19|19 C1	mouse chr19|19 C1	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr7|7 D2	mouse chr7|7 D2	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr5|5 B1	mouse chr5|5 B1	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr16 A2|16	mouse chr16 A2|16	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr8 A4|8 23.89 cM	mouse chr8 A4|8 23.89 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr11 D|11 63.47 cM	mouse chr11 D|11 63.47 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr15 B3.2|15	mouse chr15 B3.2|15	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr4 C4|4 42.03 cM	mouse chr4 C4|4 42.03 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr16|16 B5	mouse chr16|16 B5	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr1|1 D	mouse chr1|1 D	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr11 A5|11	mouse chr11 A5|11	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr12 E|12 52.98 cM	mouse chr12 E|12 52.98 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr17 C|17 22.9 cM	mouse chr17 C|17 22.9 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr11 B3|11 42.86 cM	mouse chr11 B3|11 42.86 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr17 A2|17 8.95 cM	mouse chr17 A2|17 8.95 cM	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chrX A3.2|X	mouse chrX A3.2|X	0.999999999990781	-9.21892332923862e-12	5	0	0	159	17270
mouse chr10|10	mouse chr10|10	0.999999999990863	-9.13704294770411e-12	50	0	0	159	17270
mouse chr19 C3|19	mouse chr19 C3|19	0.999999999990863	-9.13704294770411e-12	50	0	0	159	17270
mouse chr6 D1|6	mouse chr6 D1|6	0.999999999990863	-9.13704294770411e-12	50	0	0	159	17270
mouse chr5 B1|5	mouse chr5 B1|5	0.999999999991231	-8.76893010526493e-12	48	0	0	159	17270
mouse chr9 B|9	mouse chr9 B|9	0.999999999991231	-8.76893010526493e-12	48	0	0	159	17270
mouse chr18|18	mouse chr18|18	0.999999999991231	-8.76893010526493e-12	48	0	0	159	17270
mouse chr19 C1|19	mouse chr19 C1|19	0.999999999992649	-7.3507598629605e-12	78	0	0	159	17270
mouse chr2 A3|2	mouse chr2 A3|2	0.999999999993056	-6.94430935599711e-12	95	0	0	159	17270
mouse chr14 A3|14	mouse chr14 A3|14	0.999999999993389	-6.6113351146079e-12	27	0	0	159	17270
mouse chr6 C3|6	mouse chr6 C3|6	0.999999999993389	-6.6113351146079e-12	27	0	0	159	17270
mouse chr9|9 B	mouse chr9|9 B	0.999999999993389	-6.6113351146079e-12	27	0	0	159	17270
mouse chr6 F1|6	mouse chr6 F1|6	0.999999999993389	-6.6113351146079e-12	27	0	0	159	17270
mouse chr13 B3|13	mouse chr13 B3|13	0.999999999993389	-6.6113351146079e-12	27	0	0	159	17270
mouse chr4 A1|4	mouse chr4 A1|4	0.999999999993389	-6.6113351146079e-12	27	0	0	159	17270
mouse chr4 D3|4 68.01 cM	mouse chr4 D3|4 68.01 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr7 A2|7 8.75 cM	mouse chr7 A2|7 8.75 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr1|1 C4	mouse chr1|1 C4	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chrX|X A3.2	mouse chrX|X A3.2	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr5 G3|5 89.18 cM	mouse chr5 G3|5 89.18 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr9 F4|9 71.41 cM	mouse chr9 F4|9 71.41 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr1 E4|1 58.24 cM	mouse chr1 E4|1 58.24 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr17 A3.3|17 14.66 cM	mouse chr17 A3.3|17 14.66 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr17 E4|17 57.87 cM	mouse chr17 E4|17 57.87 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr18 D2|18	mouse chr18 D2|18	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr17 B2|17 19.54 cM	mouse chr17 B2|17 19.54 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr6 E3|6 53.72 cM	mouse chr6 E3|6 53.72 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr14 C3|14 27.98 cM	mouse chr14 C3|14 27.98 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr10|10 B5.1	mouse chr10|10 B5.1	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr6 C3|6 37.44 cM	mouse chr6 C3|6 37.44 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr1 D|1 44.07 cM	mouse chr1 D|1 44.07 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chrX A7.3|X 37.94 cM	mouse chrX A7.3|X 37.94 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr8|8 D	mouse chr8|8 D	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr11|11 A2-A3	mouse chr11|11 A2-A3	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr4 D1|4 52.73 cM	mouse chr4 D1|4 52.73 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr5 C3.3|5 39.55 cM	mouse chr5 C3.3|5 39.55 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr11 B1.1|11 25.81 cM	mouse chr11 B1.1|11 25.81 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr7 E3|7 55.69 cM	mouse chr7 E3|7 55.69 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr2 F1|2 63.29 cM	mouse chr2 F1|2 63.29 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr8 B3-C2|8 33.15 cM	mouse chr8 B3-C2|8 33.15 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr17|17 A3.1	mouse chr17|17 A3.1	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr14 D1|14 34.6 cM	mouse chr14 D1|14 34.6 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr16 B4-B5|16	mouse chr16 B4-B5|16	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr11 E1|11 67.79 cM	mouse chr11 E1|11 67.79 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr17 A3.3|17 12.93 cM	mouse chr17 A3.3|17 12.93 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr2 E5|2 59.97 cM	mouse chr2 E5|2 59.97 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr6 G1|6 65.77 cM	mouse chr6 G1|6 65.77 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr10 B2|10 23.24 cM	mouse chr10 B2|10 23.24 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr11 E2|11 80.91 cM	mouse chr11 E2|11 80.91 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr6 F1|6 57.52 cM	mouse chr6 F1|6 57.52 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr3 A2|3	mouse chr3 A2|3	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr13 B3|13 32.8 cM	mouse chr13 B3|13 32.8 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr7 D3|7 45.65 cM	mouse chr7 D3|7 45.65 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr9|9 E3.2	mouse chr9|9 E3.2	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr11 B1.3|11 31.86 cM	mouse chr11 B1.3|11 31.86 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr5 F|5 60.65 cM	mouse chr5 F|5 60.65 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr8 B2|8 29.8 cM	mouse chr8 B2|8 29.8 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr6 G1|6 66.72 cM	mouse chr6 G1|6 66.72 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr8 E2|8 72.81 cM	mouse chr8 E2|8 72.81 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr4 C4|4 42.02 cM	mouse chr4 C4|4 42.02 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr8 C3|8 41.61 cM	mouse chr8 C3|8 41.61 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr14 A2|14 7.08 cM	mouse chr14 A2|14 7.08 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr5 C3.1|5 35.95 cM	mouse chr5 C3.1|5 35.95 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr7 B1|7 17.26 cM	mouse chr7 B1|7 17.26 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr4 E2|4 78.56 cM	mouse chr4 E2|4 78.56 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr1 A1|1 1.65 cM	mouse chr1 A1|1 1.65 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr9 A3|9 7.69 cM	mouse chr9 A3|9 7.69 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr7|7 F3-F4	mouse chr7|7 F3-F4	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr16|16 B2	mouse chr16|16 B2	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr10 C|10 39.72 cM	mouse chr10 C|10 39.72 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr8 B1.3|8	mouse chr8 B1.3|8	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chrX F2-F3|X 68.46 cM	mouse chrX F2-F3|X 68.46 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr11 C|11 52.4 cM	mouse chr11 C|11 52.4 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr12|12 D1	mouse chr12|12 D1	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr11 A1|11 4.61 cM	mouse chr11 A1|11 4.61 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr7 B1|7 19.3 cM	mouse chr7 B1|7 19.3 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr7 E3|7 57.21 cM	mouse chr7 E3|7 57.21 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr11 E2|11 81.49 cM	mouse chr11 E2|11 81.49 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr19 D1|19 38.75 cM	mouse chr19 D1|19 38.75 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr2 A3|2 12.9 cM	mouse chr2 A3|2 12.9 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr13|13 B3	mouse chr13|13 B3	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr7 F5|7 88.85 cM	mouse chr7 F5|7 88.85 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr2 F2|2 64.15 cM	mouse chr2 F2|2 64.15 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr11 A3.1|11 13.89 cM	mouse chr11 A3.1|11 13.89 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr8 B2|8	mouse chr8 B2|8	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr10 B3|10 24.87 cM	mouse chr10 B3|10 24.87 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr8|8 C2	mouse chr8|8 C2	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr4 E1|4 74.75 cM	mouse chr4 E1|4 74.75 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr8 B3.3|8 35.08 cM	mouse chr8 B3.3|8 35.08 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr12 A1.3|12 8.49 cM	mouse chr12 A1.3|12 8.49 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr7|7 F1-F3	mouse chr7|7 F1-F3	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr16 C1.1|16 34.22 cM	mouse chr16 C1.1|16 34.22 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr6 E3|6 52.84 cM	mouse chr6 E3|6 52.84 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr5 B1|5 17.27 cM	mouse chr5 B1|5 17.27 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr7 F1-F2|7 63.88 cM	mouse chr7 F1-F2|7 63.88 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr2 H3|2 94.84 cM	mouse chr2 H3|2 94.84 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr6 G3|6 77.7 cM	mouse chr6 G3|6 77.7 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr3|3 H4	mouse chr3|3 H4	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr18|18 E3	mouse chr18|18 E3	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr7 A3|7 9.95 cM	mouse chr7 A3|7 9.95 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr1 E4|1 58.02 cM	mouse chr1 E4|1 58.02 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr18 B3|18 23.74 cM	mouse chr18 B3|18 23.74 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr2 H3|2 91.91 cM	mouse chr2 H3|2 91.91 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr1 H3|1 79.35 cM	mouse chr1 H3|1 79.35 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr18|18 B2	mouse chr18|18 B2	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr8 B3.2|8	mouse chr8 B3.2|8	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr4 E2|4 78.57 cM	mouse chr4 E2|4 78.57 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr11 A3.2|11 14.22 cM	mouse chr11 A3.2|11 14.22 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr4 C6|4 45.6 cM	mouse chr4 C6|4 45.6 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr13 A3.3|13 13.79 cM	mouse chr13 A3.3|13 13.79 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr14 C1|14 24.6 cM	mouse chr14 C1|14 24.6 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chrX A7.3|X 37.38 cM	mouse chrX A7.3|X 37.38 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr14 E5|14 65.86 cM	mouse chr14 E5|14 65.86 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr3 G2|3	mouse chr3 G2|3	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr11|11 B	mouse chr11|11 B	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr7 F5|7 88.22 cM	mouse chr7 F5|7 88.22 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr4 C2|4	mouse chr4 C2|4	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr2 H3|2 87.22 cM	mouse chr2 H3|2 87.22 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr7|7 B5	mouse chr7|7 B5	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr17|17 E5	mouse chr17|17 E5	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr19|19 D	mouse chr19|19 D	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr16 B3|16 26.32 cM	mouse chr16 B3|16 26.32 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr3 D|3 28.58 cM	mouse chr3 D|3 28.58 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr3 F1|3 39.04 cM	mouse chr3 F1|3 39.04 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr17|17 A3	mouse chr17|17 A3	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
mouse chr2 F2|2 64.07 cM	mouse chr2 F2|2 64.07 cM	0.99999999999361	-6.3902732525033e-12	2	0	0	159	17270
